8.821512758731842041e-02,-4.907799512147903442e-02,-4.567698761820793152e-02,-5.799960717558860779e-02,-6.189116835594177246e-02,-3.846975415945053101e-02,4.309408366680145264e-02,-8.819424547255039215e-03,3.294162452220916748e-02,-8.095625042915344238e-02
7.788700610399246216e-02,-3.863004967570304871e-02,-2.894699200987815857e-02,-4.559510946273803711e-02,-6.017244234681129456e-02,-3.938382863998413086e-02,3.328424319624900818e-02,-3.545465879142284393e-03,2.694792300462722778e-02,-7.812528312206268311e-02
6.676821410655975342e-02,-3.017200902104377747e-02,-1.657782681286334991e-02,-3.509373590350151062e-02,-5.857840552926063538e-02,-3.824137523770332336e-02,2.574378252029418945e-02,-2.772032516077160835e-03,2.107413113117218018e-02,-7.548597455024719238e-02
5.576634779572486877e-02,-2.344665303826332092e-02,-7.834398187696933746e-03,-2.643720060586929321e-02,-5.707776546478271484e-02,-3.528318181633949280e-02,1.996186561882495880e-02,-3.671345766633749008e-03,1.579208672046661377e-02,-7.299558073282241821e-02
4.537703096866607666e-02,-1.817232742905616760e-02,-2.079855185002088547e-03,-1.953320391476154327e-02,-5.564552545547485352e-02,-3.095476888120174408e-02,1.551983784884214401e-02,-4.763189703226089478e-03,1.141053624451160431e-02,-7.055021077394485474e-02
3.947718068957328796e-02,-1.402233075350522995e-02,5.478712264448404312e-04,-1.484636217355728149e-02,-5.425478518009185791e-02,-2.688199654221534729e-02,1.418672967702150345e-02,-4.475797526538372040e-03,5.875377915799617767e-03,-1.556997746229171753e-02
4.067233577370643616e-02,-1.924824528396129608e-02,-1.300514582544565201e-02,-3.555744653567671776e-03,-1.237307395786046982e-02,-2.013452723622322083e-02,3.025621920824050903e-02,1.288099307566881180e-02,-3.833321481943130493e-02,1.998799480497837067e-02
3.880798071622848511e-02,-2.176314964890480042e-02,-3.170908987522125244e-02,-2.851610537618398666e-03,-3.729729354381561279e-02,-2.310128509998321533e-02,2.513455040752887726e-02,2.950288169085979462e-02,-1.060804426670074463e-01,4.998764768242835999e-02
2.743951417505741119e-02,-2.025228738784790039e-02,-4.433446004986763000e-02,-5.295029841363430023e-03,-7.121585309505462646e-02,-3.742451593279838562e-02,2.499157749116420746e-02,4.637839272618293762e-02,-1.621688604354858398e-01,8.167541772127151489e-02
1.958956010639667511e-02,-1.887222193181514740e-02,-5.245576426386833191e-02,-9.659502655267715454e-03,-9.567622095346450806e-02,-4.550620540976524353e-02,2.497788146138191223e-02,6.313659250736236572e-02,-1.961073130369186401e-01,1.090281903743743896e-01
1.376395672559738159e-02,-1.649985462427139282e-02,-5.420920252799987793e-02,-2.348130010068416595e-02,-1.054410561919212341e-01,-5.044259130954742432e-02,2.030102349817752838e-02,8.035367727279663086e-02,-2.211317420005798340e-01,1.342978775501251221e-01
1.377973146736621857e-02,-9.769937023520469666e-03,-4.524824768304824829e-02,-4.049007222056388855e-02,-1.124938577413558960e-01,-5.151082947850227356e-02,1.480371318757534027e-02,1.009441018104553223e-01,-2.316089719533920288e-01,1.484759449958801270e-01
1.790319755673408508e-02,-5.025330465286970139e-03,-3.619714826345443726e-02,-5.426957458257675171e-02,-1.185681819915771484e-01,-4.882373288273811340e-02,1.509214006364345551e-02,1.188538447022438049e-01,-2.490940243005752563e-01,1.742287874221801758e-01
2.264136634767055511e-02,-3.050971543416380882e-03,-2.646107785403728485e-02,-6.416013091802597046e-02,-1.240833029150962830e-01,-4.483242332935333252e-02,1.390885561704635620e-02,1.380303055047988892e-01,-2.624568045139312744e-01,1.711741983890533447e-01
2.872028574347496033e-02,-1.297288201749324799e-02,-1.888459548354148865e-02,-7.375974208116531372e-02,-1.314638257026672363e-01,-4.038395732641220093e-02,1.366191543638706207e-02,1.529870033264160156e-01,-2.714476585388183594e-01,1.589679569005966187e-01
3.789689764380455017e-02,-2.546687796711921692e-02,-1.052307151257991791e-02,-8.557767421007156372e-02,-1.407841593027114868e-01,-3.178595751523971558e-02,1.616415753960609436e-02,1.626694500446319580e-01,-2.798939645290374756e-01,1.625889092683792114e-01
4.525590315461158752e-02,-3.689242154359817505e-02,-8.629848249256610870e-03,-9.309838712215423584e-02,-1.483171582221984863e-01,-2.432334236800670624e-02,1.928722485899925232e-02,1.686842739582061768e-01,-2.900474667549133301e-01,1.634632349014282227e-01
4.999443888664245605e-02,-4.847121238708496094e-02,-7.579179946333169937e-03,-9.893160313367843628e-02,-1.547186970710754395e-01,-1.851632818579673767e-02,2.156692743301391602e-02,1.747794449329376221e-01,-3.014482259750366211e-01,1.644847393035888672e-01
5.739766731858253479e-02,-5.613400414586067200e-02,-4.570353310555219650e-03,-1.096689105033874512e-01,-1.598002165555953979e-01,-9.509552270174026489e-03,2.360608242452144623e-02,1.766636669635772705e-01,-3.061627745628356934e-01,1.632770150899887085e-01
6.439217180013656616e-02,-6.580463051795959473e-02,-2.643895102664828300e-03,-1.213359385728836060e-01,-1.617395132780075073e-01,2.282075147377327085e-04,2.569257095456123352e-02,1.732073724269866943e-01,-3.042168915271759033e-01,1.615021675825119019e-01
6.866458058357238770e-02,-7.366476207971572876e-02,-2.325892855878919363e-04,-1.323148161172866821e-01,-1.566528528928756714e-01,7.012425921857357025e-03,2.833762578666210175e-02,1.689741760492324829e-01,-2.997497022151947021e-01,1.609538048505783081e-01
7.216826081275939941e-02,-7.886406779289245605e-02,3.817786928266286850e-03,-1.440695226192474365e-01,-1.436291486024856567e-01,1.255981530994176865e-02,3.099485673010349274e-02,1.596784144639968872e-01,-2.853951752185821533e-01,1.631990671157836914e-01
7.575783878564834595e-02,-7.770635187625885010e-02,7.892493158578872681e-03,-1.546030342578887939e-01,-1.251153498888015747e-01,1.894149370491504669e-02,3.286939114332199097e-02,1.498893201351165771e-01,-2.697426676750183105e-01,1.562052220106124878e-01
7.755724340677261353e-02,-6.952638179063796997e-02,1.053826883435249329e-02,-1.587490886449813843e-01,-1.024957373738288879e-01,2.506860718131065369e-02,3.139120712876319885e-02,1.337868124246597290e-01,-2.469343096017837524e-01,1.441757678985595703e-01
7.513069361448287964e-02,-5.852717161178588867e-02,1.361241005361080170e-02,-1.563343256711959839e-01,-7.679985463619232178e-02,2.852406352758407593e-02,2.896966040134429932e-02,1.195845231413841248e-01,-2.236195802688598633e-01,1.285691708326339722e-01
