8.793099224567413330e-02,-4.938666895031929016e-02,-7.226778566837310791e-02,-6.035481020808219910e-02,-6.465989351272583008e-02,-3.774176910519599915e-02,4.351821169257164001e-02,-2.834386937320232391e-02,3.373303636908531189e-02,-8.105697482824325562e-02
7.785807549953460693e-02,-3.911158815026283264e-02,-6.038878858089447021e-02,-4.997779428958892822e-02,-6.284303218126296997e-02,-3.888292238116264343e-02,3.378864750266075134e-02,-2.199160493910312653e-02,2.824851311743259430e-02,-7.822723686695098877e-02
6.705937534570693970e-02,-3.079110756516456604e-02,-4.962765425443649292e-02,-4.112952575087547302e-02,-6.112725660204887390e-02,-3.804069012403488159e-02,2.622991614043712616e-02,-1.776851154863834381e-02,2.339259907603263855e-02,-7.554638385772705078e-02
5.633629858493804932e-02,-2.412568032741546631e-02,-4.024373367428779602e-02,-3.369071334600448608e-02,-5.949313566088676453e-02,-3.540789335966110229e-02,2.036332525312900543e-02,-1.485949195921421051e-02,1.920237205922603607e-02,-7.299159467220306396e-02
4.612750560045242310e-02,-1.883352547883987427e-02,-3.228051960468292236e-02,-2.750717848539352417e-02,-5.792813003063201904e-02,-3.139607980847358704e-02,1.581725664436817169e-02,-1.276292372494935989e-02,1.568540185689926147e-02,-7.049959152936935425e-02
4.050482437014579773e-02,-1.457562763243913651e-02,-2.591874450445175171e-02,-2.340279147028923035e-02,-5.645604804158210754e-02,-2.796069532632827759e-02,1.399744581431150436e-02,-9.636944159865379333e-03,1.039447542279958725e-02,-1.786427572369575500e-02
4.175142198801040649e-02,-1.952266320586204529e-02,-2.886400558054447174e-02,-1.936382241547107697e-02,-1.813074387609958649e-02,-2.122798748314380646e-02,2.801004797220230103e-02,4.280298482626676559e-03,-2.640762366354465485e-02,2.075339481234550476e-02
4.103899747133255005e-02,-2.108262665569782257e-02,-3.968111798167228699e-02,-2.047824114561080933e-02,-3.136421740055084229e-02,-2.282503433525562286e-02,2.699155546724796295e-02,2.041092328727245331e-02,-8.686912804841995239e-02,5.669710785150527954e-02
2.990163117647171021e-02,-2.064060606062412262e-02,-5.001953616738319397e-02,-2.324589900672435760e-02,-6.597715616226196289e-02,-3.668274730443954468e-02,2.686725929379463196e-02,3.458076715469360352e-02,-1.373804360628128052e-01,9.376008063554763794e-02
2.140761166810989380e-02,-2.061709389090538025e-02,-5.823817476630210876e-02,-2.691069804131984711e-02,-8.944197744131088257e-02,-4.468707367777824402e-02,2.692380920052528381e-02,4.931753128767013550e-02,-1.725930571556091309e-01,1.213753595948219299e-01
1.848980598151683807e-02,-1.689524389803409576e-02,-6.239504367113113403e-02,-3.256662935018539429e-02,-1.110911890864372253e-01,-4.630034416913986206e-02,2.255537547171115875e-02,6.469373404979705811e-02,-2.004134207963943481e-01,1.517104506492614746e-01
1.740511134266853333e-02,-1.251072436571121216e-02,-6.098435074090957642e-02,-4.497988149523735046e-02,-1.204966530203819275e-01,-4.790844768285751343e-02,1.932806521654129028e-02,7.747612148523330688e-02,-2.299547940492630005e-01,1.920034885406494141e-01
1.845294982194900513e-02,-7.577423471957445145e-03,-5.584166944026947021e-02,-5.347552150487899780e-02,-1.246726289391517639e-01,-4.784988611936569214e-02,1.998535916209220886e-02,9.030447900295257568e-02,-2.484258115291595459e-01,1.971819102764129639e-01
2.091608010232448578e-02,-2.783754840493202209e-03,-4.946571588516235352e-02,-6.074249744415283203e-02,-1.293281018733978271e-01,-4.584517702460289001e-02,1.779487542808055878e-02,1.045428812503814697e-01,-2.623815238475799561e-01,1.963524222373962402e-01
2.520959824323654175e-02,-9.209481999278068542e-03,-4.324452951550483704e-02,-6.924718618392944336e-02,-1.364542990922927856e-01,-4.246493801474571228e-02,1.549400389194488525e-02,1.172498464584350586e-01,-2.718902528285980225e-01,1.832229048013687134e-01
3.476350009441375732e-02,-2.241345867514610291e-02,-3.597619757056236267e-02,-8.155086636543273926e-02,-1.465934216976165771e-01,-3.318540751934051514e-02,1.871330104768276215e-02,1.257323771715164185e-01,-2.795199751853942871e-01,1.836232095956802368e-01
4.356604814529418945e-02,-3.449112921953201294e-02,-3.155552223324775696e-02,-9.098555892705917358e-02,-1.555604189634323120e-01,-2.354936860501766205e-02,2.191847562789916992e-02,1.333985477685928345e-01,-2.888633012771606445e-01,1.819618791341781616e-01
4.975205659866333008e-02,-4.618558660149574280e-02,-2.887565642595291138e-02,-9.864686429500579834e-02,-1.630343496799468994e-01,-1.452974695712327957e-02,2.380123361945152283e-02,1.396321207284927368e-01,-2.981841266155242920e-01,1.773335635662078857e-01
5.630169063806533813e-02,-5.622146278619766235e-02,-2.773621119558811188e-02,-1.070190146565437317e-01,-1.667267084121704102e-01,-4.613983444869518280e-03,2.578251995146274567e-02,1.426119804382324219e-01,-3.049398958683013916e-01,1.682508736848831177e-01
6.219467520713806152e-02,-6.598861515522003174e-02,-2.607524022459983826e-02,-1.156248822808265686e-01,-1.669530421495437622e-01,5.013702902942895889e-03,2.755045332014560699e-02,1.427377015352249146e-01,-3.063416481018066406e-01,1.584916412830352783e-01
6.571837514638900757e-02,-7.125826925039291382e-02,-2.416245639324188232e-02,-1.227335780858993530e-01,-1.606522500514984131e-01,1.169589813798666000e-02,2.924961969256401062e-02,1.419418454170227051e-01,-3.054165244102478027e-01,1.497077494859695435e-01
6.989872455596923828e-02,-7.359917461872100830e-02,-2.057306654751300812e-02,-1.293565928936004639e-01,-1.468972861766815186e-01,1.684558577835559845e-02,3.129451721906661987e-02,1.381601691246032715e-01,-2.963127791881561279e-01,1.439149677753448486e-01
7.391928881406784058e-02,-7.306163012981414795e-02,-1.559787243604660034e-02,-1.356090009212493896e-01,-1.280089020729064941e-01,2.106441557407379150e-02,3.350238129496574402e-02,1.339183300733566284e-01,-2.840728163719177246e-01,1.370640397071838379e-01
7.715838402509689331e-02,-6.990292668342590332e-02,-1.167089212685823441e-02,-1.397596746683120728e-01,-1.047255471348762512e-01,2.453476563096046448e-02,3.416625410318374634e-02,1.258453875780105591e-01,-2.672380506992340088e-01,1.288675218820571899e-01
7.924246042966842651e-02,-6.451787799596786499e-02,-8.222972042858600616e-03,-1.414346247911453247e-01,-7.773127406835556030e-02,2.703461423516273499e-02,3.335249796509742737e-02,1.164415031671524048e-01,-2.481287717819213867e-01,1.176305115222930908e-01
